,title,imdb_id,year,vote_count,vote_average,popularity,genres,score
3543,Moonraker,tt0079574,1979,551.0,5.9,10.576273,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.774471662733328
3544,The Man with the Golden Gun,tt0071807,1974,533.0,6.4,12.127492,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",6.050296808797211
3551,Big Momma's House,tt0208003,2000,514.0,5.6,7.978985000000001,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",5.605308139326654
3576,Blazing Saddles,tt0071230,1974,619.0,7.2,13.233262,"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]",6.553433278570621
3581,Eraserhead,tt0074486,1977,500.0,7.5,7.871001,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",6.632415505759706
3586,For a Few Dollars More,tt0059578,1965,988.0,7.8,13.295342000000002,"[{'id': 37, 'name': 'Western'}]",7.1418148215341315
3602,Predator 2,tt0100403,1990,743.0,6.0,11.736241,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.858719471599082
3603,The Running Man,tt0093894,1987,713.0,6.4,9.389975999999999,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",6.105610143082362
3607,Mad Max,tt0079501,1979,1235.0,6.6,11.412619,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",6.346978519775741
3608,Mad Max 2: The Road Warrior,tt0082694,1981,981.0,7.3,11.189831,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",6.78967591950763
3609,Mad Max Beyond Thunderdome,tt0089530,1985,765.0,5.9,12.689648,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",5.797045666241789
3622,Gone in Sixty Seconds,tt0187078,2000,1511.0,6.1,14.091764999999999,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.992812160551512
3640,Serpico,tt0070666,1973,429.0,7.5,12.842165,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6.5602861157233345
3645,Big Trouble in Little China,tt0090728,1986,727.0,7.1,11.109932,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",6.550941269815735
3656,Chicken Run,tt0120630,2000,1190.0,6.5,11.834245,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",6.266244175125527
3657,"Me, Myself & Irene",tt0183505,2000,956.0,6.1,9.95456,"[{'id': 35, 'name': 'Comedy'}]",5.949735222902047
3658,The Patriot,tt0187393,2000,1130.0,6.8,15.960788,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",6.475231088635194
3660,The Perfect Storm,tt0177971,2000,609.0,6.2,18.911960999999998,"[{'id': 18, 'name': 'Drama'}]",5.958205360568402
3690,Scary Movie,tt0175142,2000,1468.0,6.0,12.446738,"[{'id': 35, 'name': 'Comedy'}]",5.91282849594703
3696,Footloose,tt0087277,1984,525.0,6.4,10.403992,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",6.047351939818661
3698,X-Men,tt0120903,2000,4172.0,6.8,0.954467,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",6.690142341272074
3703,What Lies Beneath,tt0161081,2000,504.0,6.3,9.500497,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.9851284637542825
3729,Coyote Ugly,tt0200550,2000,590.0,5.8,15.650835999999998,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",5.721166840224361
3730,Hollow Man,tt0164052,2000,645.0,5.6,7.912103,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.604658264324979
3766,The Cell,tt0209958,2000,442.0,6.0,13.234894,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.809670522292651
3771,The Naked Gun: From the Files of Police Squad!,tt0095705,1988,1020.0,7.1,15.698222,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.662272901610884
3772,The Naked Gun 2½: The Smell of Fear,tt0102510,1991,556.0,6.6,9.794569000000001,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.171849483004818
3785,Bring It On,tt0204946,2000,574.0,5.8,6.402888,"[{'id': 35, 'name': 'Comedy'}]",5.719904247074803
3800,Almost Famous,tt0181875,2000,807.0,7.4,9.086699000000001,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",6.783104174373157
3819,Remember the Titans,tt0210945,2000,835.0,7.4,6.587725999999999,"[{'id': 18, 'name': 'Drama'}]",6.796812970498197
3820,Hellraiser,tt0093177,1987,464.0,6.9,10.81305,"[{'id': 27, 'name': 'Horror'}]",6.284121870447388
3850,Meet the Parents,tt0212338,2000,1743.0,6.6,14.178281,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.406265840787698
3851,Requiem for a Dream,tt0180093,2000,2525.0,7.9,6.874828,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7.570333675534823
3869,Billy Elliot,tt0249462,2000,774.0,7.4,12.158424,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",6.766125390181592
3870,Bedazzled,tt0230030,2000,526.0,5.6,8.781588000000001,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.605241159650607
3871,Pay It Forward,tt0223897,2000,447.0,7.0,10.479723,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.323376539940055
3879,Charlie's Angels,tt0160127,2000,1253.0,5.6,9.774985000000001,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.602970406929517
3881,Little Nicky,tt0185431,2000,447.0,5.2,6.10979,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",5.400670117921706
3882,Men of Honor,tt0203019,2000,556.0,7.0,7.177649000000001,"[{'id': 18, 'name': 'Drama'}]",6.398556924391159
3886,Diamonds Are Forever,tt0066995,1971,562.0,6.3,12.00491,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",6.003631553016948
3888,The 6th Day,tt0216216,2000,603.0,5.7,8.413110000000001,"[{'id': 878, 'name': 'Science Fiction'}]",5.663506170065883
3890,How the Grinch Stole Christmas,tt0170016,2000,1440.0,6.2,11.642462,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",6.065943347360712
3896,Unbreakable,tt0217869,2000,1994.0,6.9,14.67855,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",6.673660331884137
3898,"Crouching Tiger, Hidden Dragon",tt0190332,2000,949.0,7.2,19.944952999999998,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",6.7087222291322615
3904,"Planes, Trains and Automobiles",tt0093748,1987,567.0,7.1,9.420183,"[{'id': 35, 'name': 'Comedy'}]",6.462383410108596
3907,The Living Daylights,tt0093428,1987,447.0,6.2,12.189038,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",5.913284796820788
3909,Wall Street,tt0094291,1987,557.0,7.0,11.672701,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.399169391881596
3913,Snatch,tt0208092,2000,2953.0,7.7,14.014025,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",7.437265939262205
3916,Chocolat,tt0241303,2000,979.0,6.8,8.9256,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.440302238481287
3917,"Dude, Where’s My Car?",tt0242423,2000,523.0,5.3,10.890236,"[{'id': 35, 'name': 'Comedy'}]",5.4397514164849445
3918,The Emperor's New Groove,tt0120917,2000,1544.0,7.2,12.297375,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",6.8571784371903135
3920,What Women Want,tt0207201,2000,1021.0,6.1,9.963078999999999,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.956489863642965
3924,Cast Away,tt0162222,2000,3304.0,7.5,21.296343,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",7.284790652407542
3925,The Family Man,tt0218967,2000,530.0,6.5,6.287072,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",6.10469564694003
3927,Miss Congeniality,tt0212346,2000,987.0,6.1,9.510762,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",5.953034237130119
3929,"O Brother, Where Art Thou?",tt0190590,2000,1144.0,7.3,12.434175,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",6.842692379112637
3936,Traffic,tt0181865,2000,573.0,6.9,8.338222,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",6.351387117061851
3970,The Wedding Planner,tt0209475,2001,433.0,5.4,8.056016,"[{'id': 35, 'name': 'Comedy'}]",5.504876856442573
3985,Beverly Hills Cop II,tt0092644,1987,627.0,6.1,9.200336,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.90274177074879
3986,Beverly Hills Cop,tt0086960,1984,985.0,6.8,8.503483000000001,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.441832867253707
4004,Empire of the Sun,tt0092965,1987,491.0,7.3,10.220906,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",6.516685963785729
4006,The Evil Dead,tt0083907,1981,913.0,7.3,10.421679,"[{'id': 27, 'name': 'Horror'}]",6.763740166537913
4029,The Lost Boys,tt0093437,1987,545.0,6.8,9.099731,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",6.279365301884255
4049,Hannibal,tt0212985,2001,1296.0,6.4,2.48875,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",6.20533663150943
4062,The Mexican,tt0236493,2001,453.0,5.8,9.958406,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",5.708865994109029
4123,Enemy at the Gates,tt0215750,2001,1023.0,7.2,10.704813,"[{'id': 10752, 'name': 'War'}]",6.733828966041249
4126,Memento,tt0209144,2000,4168.0,8.1,15.450789000000002,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7.869754918969678
4132,Spy Kids,tt0227538,2001,893.0,5.5,9.576744999999999,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",5.536027574224375
4135,Amores perros,tt0245712,2000,537.0,7.6,5.958138,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.721605345974768
4139,Blow,tt0221027,2001,1352.0,7.4,12.332222999999999,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.972304075873792
4153,Bridget Jones's Diary,tt0243155,2001,1397.0,6.6,10.780524,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",6.369475490026194
4169,Scarface,tt0086250,1983,3017.0,8.0,11.299673,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.705108757358433
4176,The Mummy Returns,tt0209163,2001,2258.0,6.0,16.945657,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",5.9384958415310205
4205,A Knight's Tale,tt0183790,2001,933.0,6.6,10.90061,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}]",6.290710119902598
4212,Shrek,tt0126029,2001,4183.0,7.3,17.987728,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",7.1442891368983785
4214,Moulin Rouge!,tt0203009,2001,1348.0,7.4,13.691781,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",6.971339166851511
4216,Pearl Harbor,tt0213149,2001,1833.0,6.6,11.419388,"[{'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",6.41398775147375
4233,The Magnificent Seven,tt0054047,1960,472.0,7.4,10.650752,"[{'id': 37, 'name': 'Western'}]",6.552713871602818
4249,Evolution,tt0251075,2001,650.0,5.7,5.395127,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",5.665101714258352
4250,Swordfish,tt0244244,2001,946.0,6.1,9.646208,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.948639199728467
4257,Point Break,tt0102685,1991,861.0,6.9,11.453092999999999,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",6.474249100177082
4267,Tootsie,tt0084805,1982,429.0,6.9,8.451188,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.258880963498511
4272,Atlantis: The Lost Empire,tt0230011,2001,1257.0,6.7,10.901602,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",6.425020417852394
4273,Lara Croft: Tomb Raider,tt0146316,2001,2235.0,5.7,15.851722,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.685896369484109
4275,The Fast and the Furious,tt0232500,2001,3485.0,6.6,1.406181,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.492579115812718
4276,A.I. Artificial Intelligence,tt0212720,2001,2011.0,6.8,13.249364000000002,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",6.592686511834042
4294,Scary Movie 2,tt0257106,2001,1019.0,5.4,10.869056,"[{'id': 35, 'name': 'Comedy'}]",5.462316026889009
4352,Final Fantasy: The Spirits Within,tt0173840,2001,441.0,5.9,10.223851,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.758526954766429
4353,Legally Blonde,tt0250494,2001,908.0,6.2,12.769371000000001,"[{'id': 35, 'name': 'Comedy'}]",6.012441367462662
4354,The Score,tt0227445,2001,436.0,6.7,14.741992000000002,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.162815729184352
4402,Coming to America,tt0094898,1988,944.0,6.5,7.830087,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.224239841364301
4432,The Land Before Time,tt0095489,1988,660.0,7.0,13.631352,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",6.45620676758316
4458,Short Circuit,tt0091949,1986,535.0,6.4,12.171218,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",6.051025357112216
4466,They Live,tt0096256,1988,562.0,7.1,11.292364,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",6.459153336198305
4471,Twins,tt0096320,1988,566.0,5.7,5.952494000000001,"[{'id': 35, 'name': 'Comedy'}]",5.662143635547657
4483,Bill & Ted's Excellent Adventure,tt0096928,1989,464.0,6.7,15.109260999999998,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",6.179734918816342
4533,Look Who's Talking,tt0097778,1989,546.0,5.8,5.795045,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.7175945858164035
4550,Jurassic Park III,tt0163025,2001,2109.0,5.7,0.648867,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.685195083988843
4553,Ghost World,tt0162346,2001,433.0,7.1,5.460971,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.36280226436798
4555,Planet of the Apes,tt0133152,2001,1270.0,5.6,17.319836,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.602940615237597
4585,Tango & Cash,tt0098439,1989,468.0,6.1,7.507261,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",5.867619644823883
4612,The Princess Diaries,tt0247638,2001,1063.0,6.5,7.387171,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",6.246293241147667
4613,Rush Hour 2,tt0266915,2001,1078.0,6.4,8.345985,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.177102024502812
4630,American Pie 2,tt0252866,2001,1375.0,6.0,10.25103,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.908324634904293
4632,The Others,tt0230600,2001,1708.0,7.4,11.046007000000001,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7.043686986792185
4640,Rat Race,tt0250687,2001,531.0,6.0,12.330275,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",5.827389479945322
4645,Jay and Silent Bob Strike Back,tt0261392,2001,491.0,6.4,11.619446,"[{'id': 35, 'name': 'Comedy'}]",6.034262382999703
4655,Jeepers Creepers,tt0263488,2001,731.0,6.1,10.414363,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.920488185837135
4687,Training Day,tt0139654,2001,1665.0,7.3,13.664622,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.956691073123315
4727,Zoolander,tt0196229,2001,1363.0,6.1,10.40782,"[{'id': 35, 'name': 'Comedy'}]",5.983939789053538
4734,Serendipity,tt0240890,2001,529.0,6.6,5.715737,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.159732015542691
4759,Mulholland Drive,tt0166924,2001,1517.0,7.7,18.184055999999998,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",7.242988848006039
4766,Dirty Harry,tt0066999,1971,630.0,7.4,10.255315,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.679606012158984
4776,From Hell,tt0120681,2001,758.0,6.6,7.790139999999999,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6.244957179059787
4785,K-PAX,tt0272152,2001,710.0,7.1,12.400152,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",6.542717482667602
4787,Thir13en Ghosts,tt0245674,2001,447.0,5.4,8.819223,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.503193053701523
4789,Donnie Darko,tt0246578,2001,3574.0,7.7,18.303148,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",7.478065602107459
4797,"Monsters, Inc.",tt0198781,2001,6150.0,7.5,26.419961999999998,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",7.377944386741859
4798,The One,tt0267804,2001,445.0,5.7,9.769047,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.6568785549744
4801,Shallow Hal,tt0256380,2001,764.0,5.7,12.520688,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.668447723152
4807,Harry Potter and the Philosopher's Stone,tt0241527,2001,7188.0,7.5,38.187238,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",7.394586147750917
4812,Spy Game,tt0266987,2001,592.0,6.8,18.186839000000003,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.303426099142309
4869,Behind Enemy Lines,tt0159273,2001,464.0,6.0,11.185625,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",5.814380588107681
4874,Ocean's Eleven,tt0240772,2001,3857.0,7.2,12.114932000000001,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",7.042359725088213
4884,Amélie,tt0211915,2001,3403.0,7.8,12.879381,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",7.557049201365655
4885,Not Another Teen Movie,tt0277371,2001,444.0,5.5,9.101896,"[{'id': 35, 'name': 'Comedy'}]",5.554642511884612
4886,Vanilla Sky,tt0259711,2001,1100.0,6.5,10.071057000000001,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",6.252448749395231
4890,The Royal Tenenbaums,tt0265666,2001,1317.0,7.4,9.707542,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.963710874183541
4903,Kate & Leopold,tt0035423,2001,430.0,6.0,7.196356,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",5.806999231377459
4904,The Lord of the Rings: The Fellowship of the Ring,tt0120737,2001,8892.0,8.0,32.070725,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",7.891057673374233
4906,A Beautiful Mind,tt0268978,2001,3087.0,7.7,11.93646,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.447290530417919
4920,Ali,tt0248667,2001,457.0,6.7,9.303104,"[{'id': 18, 'name': 'Drama'}]",6.17560583087044
4921,Black Hawk Down,tt0265086,2001,1832.0,7.2,10.064446,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",6.900923501474404
4925,I Am Sam,tt0277027,2001,542.0,7.2,12.935016000000001,"[{'id': 18, 'name': 'Drama'}]",6.501948648218953
4975,The Count of Monte Cristo,tt0245844,2002,463.0,7.3,10.765924,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.491986872553747
4977,A Walk to Remember,tt0281358,2002,1057.0,7.5,8.054499,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.958491459397926
5003,Collateral Damage,tt0233469,2002,431.0,5.5,10.175502999999999,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",5.555472363116504
5018,John Q,tt0251160,2002,604.0,7.0,8.867562,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",6.426612578063875
5062,We Were Soldiers,tt0277434,2002,531.0,6.7,11.34706,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",6.216197011326075
5081,The Time Machine,tt0268695,2002,644.0,5.8,8.918134,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",5.725149057836976
5125,Ice Age,tt0268380,2002,3954.0,7.1,17.328902,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",6.955557054767693
