imdb_id,movieId,id,title
tt0090567,2475,18588.0,52 Pick-Up
tt0091187,2476,10015.0,Heartbreak Ridge
tt0092086,2478,8388.0,¡Three Amigos!
tt0120683,2479,45712.0,Gloria
tt0151691,2481,8129.0,My Name Is Joe
tt0149151,2482,1618.0,Still Crazy
tt0112922,2483,10722.0,The Day of the Beast
tt0160862,2485,10314.0,She's All That
tt0138279,2486,125548.0,The 24 Hour Woman
tt0163984,2487,47139.0,"Blood, Guts, Bullets and Octane"
tt0054167,2488,11167.0,Peeping Tom
tt0120784,2490,2112.0,Payback
tt0145893,2491,16172.0,Simply Irresistible
tt0138987,2492,111794.0,20 Dates
tt0128133,2493,9524.0,Comedian Harmonists
tt0174852,2494,20595.0,The Last Days
tt0070544,2495,16306.0,Fantastic Planet
tt0124298,2496,11622.0,Blast from the Past
tt0139462,2497,10207.0,Message in a Bottle
tt0120764,2498,9849.0,My Favorite Martian
tt0119207,2499,82865.0,"God Said, 'Ha!'"
tt0155776,2500,18892.0,Jawbreaker
tt0132477,2501,13466.0,October Sky
tt0151804,2502,1542.0,Office Space
tt0137338,2504,15256.0,200 Cigarettes
tt0134273,2505,8224.0,8MM
tt0123209,2506,18417.0,The Other Sister
tt0120618,2507,12479.0,Breakfast of Champions
tt0070334,2511,1847.0,The Long Goodbye
tt0098084,2513,8913.0,Pet Sematary
tt0105128,2514,10906.0,Pet Sematary II
tt0106557,2515,25748.0,Children of the Corn II: The Final Sacrifice
tt0109415,2516,25749.0,Children of the Corn III: Urban Harvest
tt0085333,2517,8769.0,Christine
tt0084412,2518,14742.0,Night Shift
tt0051744,2519,15856.0,House on Haunted Hill
tt0065377,2520,10671.0,Airport
tt0071110,2521,27932.0,Airport 1975
tt0075648,2522,7227.0,Airport '77
tt0076636,2523,10670.0,Rollercoaster
tt0072308,2524,5919.0,The Towering Inferno
tt0080354,2525,33518.0,Alligator
tt0079550,2526,40160.0,Meteor
tt0070909,2527,2362.0,Westworld
tt0074812,2528,10803.0,Logan's Run
tt0063442,2529,871.0,Planet of the Apes
tt0065462,2530,1685.0,Beneath the Planet of the Apes
tt0069768,2531,1705.0,Battle for the Planet of the Apes
tt0068408,2532,1688.0,Conquest of the Planet of the Apes
tt0067065,2533,1687.0,Escape from the Planet of the Apes
tt0077189,2534,166680.0,Avalanche
tt0071455,2535,11123.0,Earthquake
tt0078740,2536,29723.0,The Concorde... Airport '79
tt0078856,2537,31638.0,Beyond the Poseidon Adventure
tt0122933,2539,9535.0,Analyze This
tt0142192,2540,9455.0,The Corruptor
tt0139134,2541,796.0,Cruel Intentions
tt0120735,2542,100.0,"Lock, Stock and Two Smoking Barrels"
tt0159696,2545,84586.0,Relax... It's Just Sex
tt0120646,2546,30943.0,The Deep End of the Ocean
tt0144814,2548,7341.0,The Rage: Carrie 2
tt0131646,2549,10350.0,Wing Commander
tt0057129,2550,11772.0,The Haunting
tt0094964,2551,9540.0,Dead Ringers
tt0107626,2552,31503.0,My Boyfriend's Back
tt0054443,2553,11773.0,Village of the Damned
tt0056931,2554,30202.0,Children of the Damned
tt0118665,2555,22345.0,Baby Geniuses
tt0157016,2557,1567.0,I Stand Alone
tt0141098,2558,1641.0,Forces of Nature
tt0160429,2559,47288.0,The King and I
tt0129332,2560,10212.0,Ravenous
tt0139668,2561,10354.0,True Crime
tt0118682,2562,11526.0,Bandits
tt0118892,2563,8583.0,Dangerous Beauty
tt0049408,2565,16520.0,The King and I
tt0187819,2566,16508.0,Doug's 1st Movie
tt0131369,2567,11374.0,Edtv
tt0120757,2568,16379.0,The Mod Squad
tt0122906,2569,125123.0,Among Giants
tt0120613,2570,28029.0,A Walk on the Moon
tt0133093,2571,603.0,The Matrix
tt0147800,2572,4951.0,10 Things I Hate About You
tt0120274,2573,65749.0,Tango
tt0129280,2574,8970.0,The Out-of-Towners
tt0120449,2575,9840.0,The Dreamlife of Angels
tt0119665,2577,30950.0,Metroland
tt0154506,2579,11660.0,Following
tt0139239,2580,9430.0,Go
tt0151738,2581,11355.0,Never Been Kissed
tt0105399,2582,18764.0,Twin Dragons
tt0126250,2583,9465.0,Cookie's Fortune
tt0133363,2585,1414.0,Lovers of the Arctic Circle
tt0119219,2586,49981.0,Goodbye Lover
tt0123964,2587,6522.0,Life
tt0143261,2589,114719.0,Friends & Lovers
tt0136244,2590,10209.0,Hideous Kinky
tt0125659,2594,1902.0,Open Your Eyes
tt0133189,2596,6396.0,SLC Punk
tt0120836,2597,39964.0,Lost & Found
tt0120797,2598,12596.0,Pushing Tin
tt0126886,2599,9451.0,Election
tt0120907,2600,1946.0,eXistenZ
tt0137494,2605,1844.0,Entrapment
tt0138510,2606,6552.0,Idle Hands
tt0162973,2607,24584.0,Get Real
tt0115669,2609,25471.0,The King of Masks
tt0138874,2610,4154.0,Three Seasons
tt0155388,2611,28519.0,The Winslow Boy
tt0037913,2612,3309.0,Mildred Pierce
tt0087799,2613,18462.0,Night of the Comet
tt0089652,2615,18252.0,My Science Project
tt0099422,2616,8592.0,Dick Tracy
tt0120616,2617,564.0,The Mummy
tt0118826,2618,13852.0,The Castle
tt0120865,2620,25232.0,This Is My Father
tt0115005,2621,33194.0,Xiu Xiu: The Sent-Down Girl
tt0140379,2622,10210.0,A Midsummer Night's Dream
tt0165078,2624,17962.0,After Life
tt0115693,2625,9460.0,Black Mask
tt0138414,2626,4927.0,Edge of Seventeen
tt0120659,2627,122190.0,Endurance
tt0120915,2628,1893.0,Star Wars: Episode I - The Phantom Menace
tt0166252,2629,31342.0,The Love Letter
tt0149723,2630,44297.0,Besieged
tt0120680,2631,95627.0,Frogs for Snakes
tt0023245,2633,15849.0,The Mummy
tt0053085,2634,18990.0,The Mummy
tt0037098,2635,29242.0,The Mummy's Curse
tt0037099,2636,29243.0,The Mummy's Ghost
tt0032818,2637,31498.0,The Mummy's Hand
tt0035096,2638,29239.0,The Mummy's Tomb
tt0082766,2639,15660.0,Mommie Dearest
tt0078346,2640,1924.0,Superman
tt0081573,2641,8536.0,Superman II
tt0086393,2642,9531.0,Superman III
tt0094074,2643,11411.0,Superman IV: The Quest for Peace
tt0021814,2644,138.0,Dracula
tt0036931,2647,3103.0,House of Frankenstein
tt0021884,2648,3035.0,Frankenstein
tt0031951,2649,3077.0,Son of Frankenstein
tt0034786,2650,3074.0,The Ghost of Frankenstein
tt0035899,2651,3076.0,Frankenstein Meets the Wolf Man
tt0050280,2652,3079.0,The Curse of Frankenstein
tt0036376,2653,32023.0,Son of Dracula
tt0034398,2654,13666.0,The Wolf Man
tt0089308,2655,29794.0,Howling II: Stirba - Werewolf Bitch
tt0048696,2656,9077.0,Tarantula
tt0073629,2657,36685.0,The Rocky Horror Picture Show
tt0084156,2659,30168.0,It Came from Hollywood
tt0044121,2660,10785.0,The Thing from Another World
tt0045920,2661,19483.0,It Came from Outer Space
tt0046534,2662,8974.0,The War of the Worlds
tt0049366,2664,11549.0,Invasion of the Body Snatchers
tt0084745,2668,17918.0,Swamp Thing
tt0053183,2669,37305.0,Pork Chop Hill
tt0052151,2670,18784.0,"Run Silent, Run Deep"
tt0125439,2671,509.0,Notting Hill
tt0139809,2672,1090.0,The Thirteenth Floor
tt0156794,2673,24858.0,Eternity and a Day
tt0126859,2674,15059.0,The Loss of Sexual Innocence
tt0128278,2676,12117.0,Instinct
tt0186508,2677,11779.0,Buena Vista Social Club
tt0126261,2678,41730.0,Desert Blue
tt0141105,2681,13533.0,Free Enterprise
tt0164085,2682,62676.0,Limbo
tt0145660,2683,817.0,Austin Powers: The Spy Who Shagged Me
tt0120802,2686,14283.0,The Red Violin
tt0120855,2687,37135.0,Tarzan
tt0144214,2688,2275.0,The General's Daughter
tt0184510,2689,68426.0,Get Bruce!
tt0122541,2690,24137.0,An Ideal Husband
tt0120731,2691,10376.0,The Legend of 1900
tt0130827,2692,104.0,Run Lola Run
tt0120370,2693,15800.0,Trekkies
tt0142342,2694,9032.0,Big Daddy
tt0119038,2696,9421.0,The Dinner Game
tt0119743,2697,55955.0,My Son the Fanatic
tt0099052,2699,6488.0,Arachnophobia
tt0158983,2700,9473.0,"South Park: Bigger, Longer & Uncut"
tt0120891,2701,8487.0,Wild Wild West
tt0162677,2702,10279.0,Summer of Sam
tt0101318,2704,2767.0,Les Amants du Pont-Neuf
tt0163651,2706,2105.0,American Pie
tt0137363,2707,1073.0,Arlington Road
tt0137439,2708,10239.0,Autumn Tale
tt0158811,2709,10208.0,Muppets from Space
tt0185937,2710,2667.0,The Blair Witch Project
tt0120663,2712,345.0,Eyes Wide Shut
tt0139414,2713,9825.0,Lake Placid
tt0161100,2714,16158.0,The Wood
tt0120878,2715,133575.0,The Velocity of Gary
tt0087332,2716,620.0,Ghostbusters
tt0097428,2717,2978.0,Ghostbusters II
tt0157503,2718,10490.0,Drop Dead Gorgeous
tt0171363,2719,11618.0,The Haunting
tt0141369,2720,332.0,Inspector Gadget
tt0162710,2721,1812.0,Trick
tt0149261,2722,8914.0,Deep Blue Sea
tt0132347,2723,9824.0,Mystery Men
tt0163187,2724,4806.0,Runaway Bride
tt0162830,2725,33430.0,Twin Falls Idaho
tt0049406,2726,247.0,The Killing
tt0048254,2727,10056.0,Killer's Kiss
tt0054331,2728,967.0,Spartacus
tt0056193,2729,802.0,Lolita
tt0072684,2730,3175.0,Barry Lyndon
tt0053198,2731,147.0,The 400 Blows
tt0055032,2732,1628.0,Jules and Jim
tt0096378,2733,21185.0,Vibes
tt0091557,2734,11120.0,The Mosquito Coast
tt0091129,2735,10136.0,The Golden Child
tt0090774,2736,32060.0,Brighton Beach Memoirs
tt0090886,2738,48259.0,Crimes of the Heart
tt0088939,2739,873.0,The Color Purple
tt0091637,2741,26789.0,No Mercy
tt0091530,2745,11416.0,The Mission
tt0091419,2746,10776.0,Little Shop of Horrors
tt0054033,2747,24452.0,The Little Shop of Horrors
tt0092534,2748,9710.0,Allan Quatermain and the Lost City of Gold
tt0091554,2749,31924.0,The Morning After
tt0093818,2750,30890.0,Radio Days
tt0093051,2751,24081.0,From the Hip
tt0093690,2752,20242.0,Outrageous Fortune
tt0092627,2753,39074.0,The Bedroom Window
tt0092850,2754,66194.0,Deadtime Stories
tt0093415,2755,2115.0,Light of Day
tt0083967,2757,3526.0,Frances
tt0089816,2758,41166.0,Plenty
tt0144168,2759,16406.0,Dick
tt0129167,2761,10386.0,The Iron Giant
tt0167404,2762,745.0,The Sixth Sense
tt0155267,2763,913.0,The Thomas Crown Affair
tt0063688,2764,912.0,The Thomas Crown Affair
tt0168449,2766,67323.0,The Adventures of Sebastian Cole
tt0120709,2767,91076.0,Illuminata
tt0138946,2769,19457.0,The Yards
tt0131325,2770,11353.0,Bowfinger
tt0120620,2771,17707.0,Brokedown Palace
tt0165710,2772,9781.0,Detroit Rock City
tt0168987,2774,18212.0,Better Than Chocolate
tt0138487,2775,13817.0,Head On
tt0119614,2776,126996.0,Marcello Mastroianni: I Remember
tt0077663,2779,12185.0,Heaven Can Wait
tt0057449,2780,29056.0,The Raven
tt0053363,2781,26857.0,The Tingler
tt0055304,2782,28501.0,The Pit and the Pendulum
tt0059821,2783,29030.0,The Tomb of Ligeia
tt0058333,2784,25319.0,The Masque of the Red Death
tt0091178,2786,24103.0,Haunted Honeymoon
tt0088889,2787,10552.0,Cat's Eye
tt0066765,2788,9267.0,And Now for Something Completely Different
tt0077394,2789,10766.0,Damien: Omen II
tt0082377,2790,10768.0,Omen III: The Final Conflict
tt0080339,2791,813.0,Airplane!
tt0083530,2792,2665.0,Airplane II: The Sequel
tt0118604,2793,9406.0,An American Werewolf in Paris
tt0089670,2794,11418.0,National Lampoon’s European Vacation
tt0085995,2795,11153.0,National Lampoon's Vacation
tt0095188,2796,14170.0,Funny Farm
tt0094737,2797,2280.0,Big
tt0100419,2798,11077.0,Problem Child
tt0102719,2799,28597.0,Problem Child 2
tt0104740,2800,22611.0,Little Nemo: Adventures In Slumberland
tt0119843,2801,39780.0,Oscar and Lucinda
tt0096244,2802,10396.0,Tequila Sunrise
tt0107798,2803,9944.0,The Pelican Brief
tt0085334,2804,850.0,A Christmas Story
tt0130121,2805,10154.0,Mickey Blue Eyes
tt0133046,2806,10342.0,Teaching Mrs. Tingle
tt0176269,2807,10366.0,Universal Soldier: The Return
tt0105698,2808,9349.0,Universal Soldier
tt0188863,2809,15122.0,Love Stinks
tt0156887,2810,10494.0,Perfect Blue
tt0160401,2812,22314.0,In Too Deep
tt0091278,2815,11037.0,Iron Eagle
tt0095382,2816,11955.0,Iron Eagle II
tt0103617,2817,2038.0,Iron Eagle III
tt0073802,2819,11963.0,Three Days of the Condor
tt0058175,2820,141489.0,Hamlet from the Lunt-Fontanne Theatre
tt0104839,2822,9096.0,Medicine Man
tt0181733,2824,113273.0,On the Ropes
tt0120657,2826,1911.0,The 13th Warrior
tt0138304,2827,2900.0,The Astronaut's Wife
tt0160236,2828,17709.0,Dudley Do-Right
tt0164108,2829,37718.0,The Muse
tt0144286,2832,30964.0,The Lost Son
tt0163579,2835,2162.0,Chill Factor
tt0125971,2836,14578.0,Outside Providence
tt0126810,2837,40694.0,Bedrooms and Hallways
tt0157183,2839,49184.0,West Beyrouth
tt0145531,2840,10307.0,Stigmata
tt0164181,2841,11601.0,Stir of Echoes
tt0118843,2843,1075.0,"Black Cat, White Cat"
tt0151582,2844,21719.0,The Minus Man
tt0178988,2845,40879.0,Whiteboyz
tt0097050,2846,47951.0,The Adventures of Milo and Otis
tt0031762,2847,43832.0,Only Angels Have Wings
tt0045251,2848,47697.0,Othello
tt0102741,2849,49792.0,Queens Logic
tt0107895,2850,77064.0,Public Access
tt0088146,2852,26522.0,A Soldier's Story
tt0076150,2853,23761.0,Alice Sweet Alice
tt0086014,2855,42114.0,Nightmares
tt0059297,2856,28295.0,I Saw What You Did
tt0063823,2857,12105.0,Yellow Submarine
tt0169547,2858,14.0,American Beauty
tt0088178,2859,24128.0,Stop Making Sense
tt0181316,2860,11001.0,Blue Streak
tt0126916,2861,10390.0,For Love of the Game
tt0080491,2862,9453.0,Caligula
tt0058182,2863,704.0,A Hard Day's Night
tt0127296,2864,35122.0,Splendor
tt0077280,2866,24153.0,The Buddy Holly Story
tt0089175,2867,11797.0,Fright Night
tt0097390,2868,18086.0,Fright Night Part 2
tt0111342,2869,124475.0,La séparation
tt0061385,2870,17887.0,Barefoot in the Park
tt0068473,2871,10669.0,Deliverance
tt0082348,2872,11527.0,Excalibur
tt0050814,2874,40867.0,The Pajama Game
tt0108185,2875,1049.0,Sommersby
tt0111419,2876,28032.0,Thumbelina
tt0073812,2877,11326.0,Tommy
tt0082511,2878,28377.0,Hell Night
tt0099558,2879,10975.0,Armour of God II: Operation Condor
tt0091431,2880,10974.0,Armour of God
tt0150377,2881,10398.0,Double Jeopardy
tt0120716,2882,2290.0,Jakob the Liar
tt0140397,2883,24071.0,Mumford
tt0129884,2884,62994.0,Dog Park
tt0160338,2885,60994.0,Guinevere
tt0159421,2886,16112.0,The Adventures of Elmo in Grouchland
tt0168172,2887,32305.0,Simon Sez
tt0164114,2888,14429.0,Drive Me Crazy
tt0134618,2889,15198.0,"Mystery, Alaska"
tt0120188,2890,6415.0,Three Kings
tt0162360,2891,24066.0,"Happy, Texas"
tt0133122,2892,21430.0,New Rose Hotel
tt0134033,2893,10381.0,Plunkett & MacLeane
tt2378428,2894,171982.0,Romance
tt0087188,2897,5622.0,And the Ship Sails On
tt0106664,2898,10349.0,The Dark Half
tt0031397,2899,42518.0,Gulliver's Travels
tt0095652,2900,29787.0,Monkey Shines
tt0079714,2901,9638.0,Phantasm
tt0086154,2902,10576.0,Psycho II
tt0091799,2903,12662.0,Psycho III
tt0023369,2904,61369.0,Rain
tt0056443,2905,11712.0,Sanjuro
tt0156934,2906,12618.0,Random Hearts
tt0167427,2907,13824.0,Superstar
tt0171804,2908,226.0,Boys Don't Cry
tt0165854,2912,10388.0,The Limey
tt0165874,2913,17198.0,The Mating Habits of the Earthbound Human
tt0086200,2915,9346.0,Risky Business
tt0100802,2916,861.0,Total Recall
tt0082089,2917,14412.0,Body Heat
tt0091042,2918,9377.0,Ferris Bueller's Day Off
tt0086617,2919,11541.0,The Year of Living Dangerously
tt0037674,2920,2457.0,Children of Paradise
tt0068699,2921,11901.0,High Plains Drifter
tt0061747,2922,4929.0,Hang 'em High
tt0076123,2923,85325.0,Citizen's Band
tt0080179,2924,11230.0,Drunken Master
tt0065571,2925,8416.0,The Conformist
tt0095270,2926,11054.0,Hairspray
tt0037558,2927,851.0,Brief Encounter
tt0087980,2928,24453.0,The Razor's Edge
tt0082979,2929,18254.0,Reds
tt0176093,2930,56235.0,Return with Honor
tt0077405,2932,16642.0,Days of Heaven
tt0033804,2935,3086.0,The Lady Eve
tt0034240,2936,16305.0,Sullivan's Travels
tt0035169,2937,32255.0,The Palm Beach Story
tt0091214,2938,48797.0,Man Facing Southeast
tt0046126,2939,19997.0,Niagara
tt0038559,2940,3767.0,Gilda
tt0052225,2941,17352.0,South Pacific
tt0085549,2942,535.0,Flashdance
tt0104507,2943,2731.0,Indochine
tt0061578,2944,1654.0,The Dirty Dozen
tt0087722,2945,31043.0,Mike's Murder
tt0059260,2946,14831.0,Help!
tt0058150,2947,658.0,Goldfinger
tt0057076,2948,657.0,From Russia with Love
tt0055928,2949,646.0,Dr. No
tt0080453,2950,5689.0,The Blue Lagoon
tt0058461,2951,391.0,A Fistful of Dollars
tt0119256,2952,8052.0,Hard Eight
tt0104431,2953,772.0,Home Alone 2: Lost in New York
tt0094008,2956,31650.0,Someone to Watch Over Me
tt0137523,2959,550.0,Fight Club
tt0160916,2961,12220.0,The Story of Us
tt0119114,2962,1610.0,Fever Pitch
tt0192194,2964,42881.0,Julien Donkey-Boy
tt0166896,2966,404.0,The Straight Story
tt0048977,2967,42196.0,The Bad Seed
tt0081633,2968,36819.0,Time Bandits
tt0061138,2969,42726.0,A Man and a Woman
tt0083946,2970,9343.0,Fitzcarraldo
tt0078754,2971,16858.0,All That Jazz
tt0093206,2972,42006.0,Red Sorghum
tt0097123,2973,11562.0,Crimes and Misdemeanors
tt0200469,2974,10496.0,Bats
tt0168501,2975,16162.0,The Best Man
tt0163988,2976,8649.0,Bringing Out the Dead
tt0142201,2977,31306.0,Crazy in Alabama
tt0144640,2978,10563.0,Three to Tango
tt0172627,2979,14484.0,Body Shots
tt0072742,2981,94857.0,Brother Can You Spare A Dime
tt0099710,2982,32043.0,The Guardian
tt0059319,2983,15247.0,The Ipcress File
tt0067527,2984,29251.0,On Any Sunday
tt0093870,2985,5548.0,RoboCop
tt0100502,2986,5549.0,RoboCop 2
tt0096438,2987,856.0,Who Framed Roger Rabbit
tt0081150,2988,38772.0,Melvin and Howard
tt0082398,2989,699.0,For Your Eyes Only
tt0097742,2990,709.0,Licence to Kill
tt0070328,2991,253.0,Live and Let Die
tt0091829,2992,13511.0,Rawhead Rex
tt0059800,2993,660.0,Thunderball
tt0185371,2995,11377.0,House on Haunted Hill
tt0166943,2996,26149.0,Music of the Heart
tt0120601,2997,492.0,Being John Malkovich
tt0144178,2998,108346.0,Dreaming of Joseph Lees
tt0119698,3000,128.0,Princess Mononoke
tt0157075,3001,46286.0,The Suburbans
tt0200849,3002,8672.0,My Best Fiend
tt0170705,3003,8056.0,Train of Life
tt0120596,3004,2020.0,The Bachelor
tt0145681,3005,9481.0,The Bone Collector
tt0140352,3006,9008.0,The Insider
tt0181288,3007,14242.0,American Movie
tt0156729,3008,16129.0,Last Night
tt0200071,3010,11489.0,Rosetta
tt0065088,3011,28145.0,"They Shoot Horses, Don't They?"
tt0099180,3013,18111.0,Bride of Re-Animator
tt0077355,3015,11223.0,Coma
tt0083767,3016,16281.0,Creepshow
tt0092796,3017,16288.0,Creepshow 2
tt0089885,3018,1694.0,Re-Animator
tt0097240,3019,476.0,Drugstore Cowboy
tt0106856,3020,37094.0,Falling Down
tt0082427,3021,13555.0,The Funhouse
tt0017925,3022,961.0,The General
tt0078087,3024,24831.0,Piranha
tt0062218,3025,64963.0,Rough Night in Jericho
tt0061407,3028,25560.0,The Taming of the Shrew
tt0082817,3029,21610.0,Nighthawks
tt0055630,3030,11878.0,Yojimbo
tt0100475,3031,11510.0,Repossessed
tt0067525,3032,11234.0,The Omega Man
tt0094012,3033,957.0,Spaceballs
tt0070608,3034,11886.0,Robin Hood
tt0048380,3035,37853.0,Mister Roberts
tt0082484,3036,62204.0,Quest for Fire
tt0065988,3037,11040.0,Little Big Man
tt0050371,3038,21849.0,A Face in the Crowd
tt0086465,3039,1621.0,Trading Places
tt0079540,3040,14035.0,Meatballs
tt0087700,3041,40771.0,Meatballs Part II
tt0093516,3042,40772.0,Meatballs III: Summer Job
tt0104837,3043,40773.0,Meatballs 4
tt0101669,3044,11498.0,Dead Again
tt0105130,3045,11790.0,Peter's Friends
tt0113416,3046,29371.0,The Incredibly True Adventure of Two Girls In Love
tt0083911,3047,276635.0,Experience Preferred...But Not Essential
tt0083254,3048,47941.0,Under the Rainbow
tt0149691,3051,21349.0,Anywhere But Here
tt0120655,3052,1832.0,Dogma
tt0151137,3053,10047.0,The Messenger: The Story of Joan of Arc
tt0190641,3054,10228.0,Pokémon: The First Movie: Mewtwo Strikes Back
tt0165773,3055,47692.0,Felicia's Journey
tt0118150,3057,144953.0,Where's Marlowe?
tt0101605,3060,11663.0,The Commitments
tt0034862,3061,13485.0,Holiday Inn
tt0056197,3062,9289.0,The Longest Day
tt0105156,3063,9264.0,Poison Ivy
tt0119908,3064,18222.0,Poison Ivy: The New Seduction
tt0066473,3066,11165.0,Tora! Tora! Tora!
tt0095675,3067,4203.0,Women on the Verge of a Nervous Breakdown
tt0084855,3068,24226.0,The Verdict
tt0068528,3069,88875.0,The Effect of Gamma Rays on Man-in-the-Moon Marigolds
tt0086856,3070,11379.0,The Adventures of Buckaroo Banzai Across the 8th Dimension
tt0094027,3071,29154.0,Stand and Deliver
tt0093565,3072,2039.0,Moonstruck
tt0068762,3074,11943.0,Jeremiah Johnson
tt0059646,3075,11481.0,Repulsion
tt0057187,3076,2690.0,Irma la Douce
tt0164312,3077,20565.0,42 Up
tt0165859,3078,27141.0,Liberty Heights
tt0178737,3079,10399.0,Mansfield Park
tt0162661,3081,2668.0,Sleepy Hollow
tt0143145,3082,36643.0,The World Is Not Enough
tt0185125,3083,99.0,All About My Mother
tt0024852,3086,25898.0,Babes in Toyland
tt0096061,3087,9647.0,Scrooged
tt0042546,3088,11787.0,Harvey
tt0040522,3089,5156.0,Bicycle Thieves
tt0093509,3090,24276.0,Matewan
tt0080979,3091,11953.0,Kagemusha
tt0067411,3093,29005.0,McCabe & Mrs. Miller
tt0093512,3094,26371.0,Maurice
tt0032551,3095,596.0,The Grapes of Wrath
tt0050738,3096,52470.0,My Man Godfrey
tt0033045,3097,20334.0,The Shop Around the Corner
tt0087781,3098,11393.0,The Natural
tt0073692,3099,31121.0,Shampoo
tt0105265,3100,293.0,A River Runs Through It
tt0093010,3101,10998.0,Fatal Attraction
tt0089360,3102,12235.0,Jagged Edge
tt0100680,3103,36094.0,Stanley & Iris
tt0095631,3104,9013.0,Midnight Run
tt0099077,3105,11005.0,Awakenings
tt0099291,3106,59820.0,Come See the Paradise
tt0101393,3107,2924.0,Backdraft
tt0101889,3108,177.0,The Fisher King
tt0088007,3109,38557.0,The River
tt0087091,3110,42087.0,Country
tt0087921,3111,13681.0,Places in the Heart
tt0090556,3112,34760.0,"'night, Mother"
tt0146675,3113,9946.0,End of Days
tt0120363,3114,863.0,Toy Story 2
tt0155711,3115,31582.0,Flawless
tt0189744,3116,125520.0,Miss Julie
tt0134154,3117,22267.0,Ride with the Devil
tt0161023,3118,55123.0,Tumbleweeds
tt0104114,3120,10411.0,The Distinguished Gentleman
tt0045877,3121,41462.0,The Hitch-Hiker
tt0033021,3122,1718.0,Santa Fe Trail
tt0172396,3125,20024.0,The End of the Affair
tt0144715,3127,13787.0,Holy Smoke!
tt0160513,3128,54933.0,A Map of the World
tt0158371,3129,9684.0,Sweet and Lowdown
tt0099165,3130,9586.0,The Bonfire of the Vanities
tt0015863,3133,33015.0,Go West
tt0028950,3134,777.0,Grand Illusion
tt0079239,3135,21887.0,The Great Santini
tt0050558,3136,5652.0,The James Dean Story
tt0096171,3138,32331.0,Stealing Home
tt0014538,3140,32628.0,Three Ages
tt0100828,3141,32669.0,The Two Jakes
tt0096328,3142,18161.0,U2: Rattle and Hum
tt0063056,3143,31681.0,Hell in the Pacific
tt0060463,3144,33666.0,The Glass Bottom Boat
tt0150216,3145,32274.0,Cradle Will Rock
tt0205000,3146,10402.0,Deuce Bigalow: Male Gigolo
tt0120689,3147,497.0,The Green Mile
tt0124315,3148,1715.0,The Cider House Rules
tt0141974,3150,42739.0,The War Zone
tt0067328,3152,25188.0,The Last Picture Show
tt0051337,3153,15515.0,The 7th Voyage of Sinbad
tt0166485,3155,1439.0,Anna and the King
tt0182789,3156,2277.0,Bicentennial Man
tt0164912,3157,10137.0,Stuart Little
tt0162866,3158,10387.0,The Emperor and the Assassin
tt0120910,3159,49948.0,Fantasia 2000
tt0175880,3160,334.0,Magnolia
tt0119079,3161,30237.0,Onegin
tt0151568,3163,46435.0,Topsy-Turvy
tt0106455,3165,22213.0,Boiling Point
tt0096978,3166,47070.0,Brenda Starr
tt0066892,3167,36492.0,Carnal Knowledge
tt0064276,3168,624.0,Easy Rider
tt0087231,3169,26578.0,The Falcon and the Snowman
tt0053226,3171,43103.0,Room at the Top
tt0146838,3173,9563.0,Any Given Sunday
tt0125664,3174,1850.0,Man on the Moon
tt0177789,3175,926.0,Galaxy Quest
tt0134119,3176,1213.0,The Talented Mr. Ripley
tt0195945,3177,10471.0,Next Friday
tt0174856,3178,10400.0,The Hurricane
tt0145653,3179,10397.0,Angela's Ashes
tt0196857,3180,20761.0,Play It to the Bone
tt0120866,3181,12524.0,Titus
tt0192335,3182,28216.0,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
tt0174268,3183,36773.0,The Third Miracle
tt0120834,3185,10219.0,Snow Falling on Cedars
tt0172493,3186,3558.0,"Girl, Interrupted"
tt0208261,3188,41276.0,The Life and Times of Hank Greenberg
tt0156812,3189,17908.0,My Dog Skip
tt0134983,3190,10384.0,Supernova
tt0169302,3192,48233.0,The Terrorist
tt0070903,3194,10236.0,The Way We Were
tt0046359,3196,632.0,Stalag 17
tt0095897,3197,11851.0,The Presidio
tt0070511,3198,5924.0,Papillon
tt0050815,3199,33734.0,Pal Joey
tt0070290,3200,14886.0,The Last Detail
tt0065724,3201,26617.0,Five Easy Pieces
tt0065436,3202,11900.0,Even Dwarfs Started Small
tt0097162,3203,10493.0,Dead Calm
tt0077269,3204,16241.0,The Boys from Brazil
tt0054067,3205,27632.0,Black Sunday
tt0086859,3206,22160.0,Against All Odds
tt0045162,3207,4460.0,The Snows of Kilimanjaro
tt0107659,3208,9644.0,National Lampoon's Loaded Weapon 1
tt0083929,3210,13342.0,Fast Times at Ridgemont High
tt0094924,3211,35119.0,A Cry in the Dark
tt0106364,3213,14919.0,Batman: Mask of the Phantasm
tt0088707,3214,14040.0,American Flyers
tt0066380,3216,17343.0,Vampyros Lesbos
tt0029606,3217,22692.0,A Star Is Born
tt0102687,3218,47620.0,Poison
tt0100318,3219,2990.0,Pacific Heights
tt0083851,3221,10831.0,The Draughtsman's Contract
tt0090366,3223,33078.0,A Zed & Two Noughts
tt0058625,3224,16672.0,Woman in the Dunes
tt0186975,3225,10472.0,Down to You
tt0016332,3232,32600.0,Seven Chances
tt0081748,3235,13005.0,Where the Buffalo Roam
tt0120662,3238,18681.0,Eye of the Beholder
tt0141399,3239,75531.0,Isn't She Great
tt0156639,3240,20468.0,The Big Tease
tt0201840,3241,14521.0,The Cup
